#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	930780	931697	-	KKIFNO_12955		epimerase	RefSeq:WP_020333359.1, SO:0001217, UniParc:UPI000358227A, UniRef:UniRef100_UPI000358227A, UniRef:UniRef50_S7IAZ4, UniRef:UniRef90_A0A1B1EB37
contig_1	cds	931975	932709	+	KKIFNO_12960		DUF1538 domain-containing protein	RefSeq:WP_014231116.1, SO:0001217, UniParc:UPI000243C1B5, UniRef:UniRef100_A0A3B7CWC2, UniRef:UniRef50_A0A1X9QDU4, UniRef:UniRef90_A0A0L7TUB0
contig_1	cds	932706	933497	+	KKIFNO_12965		DUF1538 domain-containing protein	RefSeq:WP_014231117.1, SO:0001217, UniParc:UPI000243C1B6, UniRef:UniRef100_A0A1B1EAF3, UniRef:UniRef50_L0RC12, UniRef:UniRef90_A0A0P7EH53
contig_1	cds	933487	933837	+	KKIFNO_12970		transcriptional regulator	RefSeq:WP_020333360.1, SO:0001217, UniParc:UPI000357316E, UniRef:UniRef100_UPI000357316E, UniRef:UniRef50_A7HYU3, UniRef:UniRef90_F9TDY5
contig_1	cds	933834	934235	+	KKIFNO_12975		CBS domain-containing protein	COG:COG2905, COG:T, RefSeq:WP_014231119.1, SO:0001217, UniParc:UPI000243C1B8, UniRef:UniRef100_A0A1B1EAF8, UniRef:UniRef50_A0A1B1NM48, UniRef:UniRef90_A0A829TM13
contig_1	cds	934383	934592	+	KKIFNO_12980		hypothetical protein	RefSeq:WP_014231120.1, SO:0001217, UniParc:UPI000243C1B9, UniRef:UniRef100_A0A1B1EAJ0, UniRef:UniRef50_A0A1E5E4R4, UniRef:UniRef90_A0A1B1EAJ0
contig_1	cds	934651	935196	+	KKIFNO_12985	yfcE	phosphodiesterase	RefSeq:WP_020333361.1, SO:0001217, UniParc:UPI000357099A, UniRef:UniRef100_UPI000357099A, UniRef:UniRef50_E0SKJ9, UniRef:UniRef90_A0A1B1EAH5
contig_1	cds	935258	935536	-	KKIFNO_12990		selenoprotein W-like protein	COG:COG3526, COG:R, RefSeq:WP_020333362.1, SO:0001217, UniParc:UPI0003573D2B, UniRef:UniRef100_A0A1B1EAH6, UniRef:UniRef50_A0A6G5RLU7, UniRef:UniRef90_K5V0L1
contig_1	cds	935585	936340	-	KKIFNO_12995	tauE	permease	COG:COG0730, COG:P, RefSeq:WP_020333363.1, SO:0001217, UniParc:UPI000357E273, UniRef:UniRef100_UPI000357E273, UniRef:UniRef50_A0A5S9NYB5, UniRef:UniRef90_Q87RH6
contig_1	cds	936383	936898	-	KKIFNO_13000	toxS	Transmembrane regulatory protein ToxS	GO:0005886, GO:0016021, RefSeq:WP_014231124.1, SO:0001217, UniParc:UPI000243C1BD, UniRef:UniRef100_A0A1B1EAG7, UniRef:UniRef50_Q05939, UniRef:UniRef90_Q05939
contig_1	cds	936911	937786	-	KKIFNO_13005		transcriptional regulator	KEGG:K10921, RefSeq:WP_014231125.1, SO:0001217, UniParc:UPI000243C1BE, UniRef:UniRef100_A0A6V7GS65, UniRef:UniRef50_Q05938, UniRef:UniRef90_A0A6V7GS65
contig_1	cds	938060	939964	+	KKIFNO_13010	htpG	molecular chaperone HtpG	COG:COG0326, COG:O, GO:0005524, GO:0005737, GO:0006457, GO:0016887, GO:0051082, RefSeq:WP_014231126.1, SO:0001217, UniParc:UPI000243C1BF, UniRef:UniRef100_UPI000243C1BF, UniRef:UniRef50_Q83EL0, UniRef:UniRef90_Q7MMR7
contig_1	cds	940282	940926	+	KKIFNO_13015	adk	adenylate kinase	COG:COG0563, COG:F, EC:2.7.4.3, GO:0004017, GO:0005524, GO:0005737, GO:0016310, GO:0044209, RefSeq:WP_014231127.1, SO:0001217, UniParc:UPI000243C1C0, UniRef:UniRef100_A0A1B1EAG5, UniRef:UniRef50_Q6D7Z5, UniRef:UniRef90_B7VII5
contig_1	cds	941090	942052	+	KKIFNO_13020	hemH	ferrochelatase	RefSeq:WP_020333364.1, SO:0001217, UniParc:UPI000357A3F6, UniRef:UniRef100_UPI000357A3F6, UniRef:UniRef50_Q9KTB6, UniRef:UniRef90_A0A1B1EAH2
contig_1	cds	942120	943508	-	KKIFNO_13025	pTR2	dipeptide/tripeptide permease	COG:COG3104, COG:E, RefSeq:WP_014231129.1, SO:0001217, UniParc:UPI000243C1C2, UniRef:UniRef100_A0A1B1EAH0, UniRef:UniRef50_B1KMD7, UniRef:UniRef90_A8T824
contig_1	cds	943836	944336	+	KKIFNO_13030	rfaH	transcription/translation regulatory transformer protein RfaH	RefSeq:WP_014231130.1, SO:0001217, UniParc:UPI000243B187, UniRef:UniRef100_A0A1B1EAK0, UniRef:UniRef50_B7VII2, UniRef:UniRef90_A0A1B1EAK0
contig_1	cds	944403	946067	-	KKIFNO_13035	asnB	asparagine synthase B	COG:COG0367, COG:E, EC:6.3.5.4, KEGG:K01953, RefSeq:WP_020333366.1, SO:0001217, UniParc:UPI0003571989, UniRef:UniRef100_UPI0003571989, UniRef:UniRef50_P22106, UniRef:UniRef90_A0A1N6M895
contig_1	cds	946297	947886	-	KKIFNO_13040	rosB	potassium transporter Kef	COG:COG4651, COG:P, RefSeq:WP_020333367.1, SO:0001217, UniParc:UPI0003581824, UniRef:UniRef100_UPI0003581824, UniRef:UniRef50_A8T820, UniRef:UniRef90_A0A1B1EAI2
contig_1	cds	948050	949264	-	KKIFNO_13045	nagC	transcriptional regulator	COG:COG1940, COG:GK, RefSeq:WP_020333369.1, SO:0001217, UniParc:UPI000357D6E6, UniRef:UniRef100_A0A1B1EAK7, UniRef:UniRef50_P0AF22, UniRef:UniRef90_D0WWK6
contig_1	cds	949267	950403	-	KKIFNO_13050	nagA	N-acetylglucosamine-6-phosphate deacetylase	COG:COG1820, COG:G, RefSeq:WP_014231134.1, SO:0001217, UniParc:UPI000243B18B, UniRef:UniRef100_A0A1B1EAH4, UniRef:UniRef50_O32445, UniRef:UniRef90_A0A0P7FQQ2
contig_1	cds	950896	952467	+	KKIFNO_13055	nagE	PTS N-acetylmuramic acid transporter subunit IIBC	COG:COG1264, COG:G, RefSeq:WP_014231135.1, SO:0001217, UniParc:UPI000243B18C, UniRef:UniRef100_A0A1B1EB58, UniRef:UniRef50_A0A0K8JDI4, UniRef:UniRef90_A7K469
contig_1	cds	952703	954373	+	KKIFNO_13060	glnS	glutamine--tRNA ligase	COG:COG0008, COG:J, EC:6.1.1.18, GO:0004819, GO:0005524, GO:0005737, GO:0006424, GO:0006425, RefSeq:WP_020333370.1, SO:0001217, UniParc:UPI00035778E3, UniRef:UniRef100_A0A3B7CWE5, UniRef:UniRef50_Q8X9H8, UniRef:UniRef90_Q87RG4
contig_1	cds	954484	954933	-	KKIFNO_13065	fur	ferric iron uptake transcriptional regulator	COG:COG0735, COG:P, GO:0000976, GO:0001216, GO:0001217, GO:0005737, GO:0032993, GO:0043565, GO:0045892, GO:0046872, RefSeq:WP_014231137.1, SO:0001217, UniParc:UPI000243B18E, UniRef:UniRef100_A0A1B1EAI1, UniRef:UniRef50_P33117, UniRef:UniRef90_P33117
contig_1	cds	955136	955639	+	KKIFNO_13070		DUF4442 domain-containing protein	RefSeq:WP_020333371.1, SO:0001217, UniParc:UPI000356E4AD, UniRef:UniRef100_UPI000356E4AD, UniRef:UniRef50_A0A099L1P7, UniRef:UniRef90_A0A1B1EAL0
contig_1	cds	955693	956226	-	KKIFNO_13075	fldA	flavodoxin FldA	COG:C, COG:COG0716, RefSeq:WP_014231139.1, SO:0001217, UniParc:UPI000243B190, UniRef:UniRef100_A0A1B1EAJ9, UniRef:UniRef50_Q8ZQX1, UniRef:UniRef90_A0A0P6Z969
contig_1	cds	956275	956496	-	KKIFNO_13080		DUF2788 domain-containing protein	RefSeq:WP_005461613.1, SO:0001217, UniParc:UPI0000009AD3, UniRef:UniRef100_A0A072G4U3, UniRef:UniRef50_Q6LTC8, UniRef:UniRef90_A0A072G4U3
contig_1	cds	956608	957375	-	KKIFNO_13085		histidine kinase	RefSeq:WP_020333372.1, SO:0001217, UniParc:UPI0003571C5B, UniRef:UniRef100_UPI0003571C5B, UniRef:UniRef50_Q5E6N7, UniRef:UniRef90_A0A1B1EAL7
contig_1	cds	957528	958070	+	KKIFNO_13090	seqA	replication initiation negative regulator SeqA	COG:COG3057, COG:L, KEGG:K03645, RefSeq:WP_020333373.1, SO:0001217, UniParc:UPI000357D04F, UniRef:UniRef100_A0A1B1EAI7, UniRef:UniRef50_A0A0T7EW33, UniRef:UniRef90_A0A0T7EW33
contig_1	cds	958160	959806	+	KKIFNO_13095	pgm	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	COG:COG0033, COG:G, RefSeq:WP_020334023.1, SO:0001217, UniParc:UPI0003580294, UniRef:UniRef100_UPI0003580294, UniRef:UniRef50_Q8EEP1, UniRef:UniRef90_A0A5N3S9V9
contig_1	cds	959914	960666	-	KKIFNO_13100		DUF1853 domain-containing protein	RefSeq:WP_020334024.1, SO:0001217, UniParc:UPI000357BE57, UniRef:UniRef100_UPI000357BE57, UniRef:UniRef50_B7VI44, UniRef:UniRef90_A0A1B1EAR4
contig_1	cds	960816	961574	+	KKIFNO_13105		Nif3-like dinuclear metal center hexameric protein	RefSeq:WP_014231144.1, SO:0001217, UniParc:UPI000243B195, UniRef:UniRef100_A0A3B7D0M4, UniRef:UniRef50_Q8ZD91, UniRef:UniRef90_A0A1W6U3Y3
contig_1	cds	961650	962939	-	KKIFNO_13110	gltA	citrate synthase	COG:C, COG:COG0372, RefSeq:WP_020334027.1, SO:0001217, UniParc:UPI0003582A55, UniRef:UniRef100_UPI0003582A55, UniRef:UniRef50_P14165, UniRef:UniRef90_F9T4S7
contig_1	cds	963346	963726	+	KKIFNO_13115	sdhC	succinate dehydrogenase cytochrome b556 subunit	COG:C, COG:COG2009, SO:0001217, UniRef:UniRef50_A0A1R0G0Y8, UniRef:UniRef90_A0A5N3S8C0
contig_1	cds	963720	964064	+	KKIFNO_13120	sdhD	succinate dehydrogenase, hydrophobic membrane anchor protein	COG:C, COG:COG2142, KEGG:K00242, RefSeq:WP_014231147.1, SO:0001217, UniParc:UPI000243B198, UniRef:UniRef100_A0A1B1EAK4, UniRef:UniRef50_A0A142E2I1, UniRef:UniRef90_A0A072IG85
contig_1	cds	964065	965831	+	KKIFNO_13125	sdhA	succinate dehydrogenase flavoprotein subunit	COG:C, COG:COG1053, RefSeq:WP_014231148.1, SO:0001217, UniParc:UPI000243B199, UniRef:UniRef100_A0A1B1EAM6, UniRef:UniRef50_P51054, UniRef:UniRef90_A0A0F5VFX2
contig_1	cds	965846	966556	+	KKIFNO_13130	sdhB	succinate dehydrogenase iron-sulfur subunit	COG:C, COG:COG0479, RefSeq:WP_014231149.1, SO:0001217, UniParc:UPI000243B19A, UniRef:UniRef100_A0A1B1EAJ6, UniRef:UniRef50_E1ZE49, UniRef:UniRef90_F9T4T1
contig_1	cds	966726	969551	+	KKIFNO_13135	sucA	2-oxoglutarate dehydrogenase E1 component	COG:C, COG:COG0567, RefSeq:WP_020336307.1, SO:0001217, UniParc:UPI000357E4FC, UniRef:UniRef100_A0A3B7CVL3, UniRef:UniRef50_Q6D7G4, UniRef:UniRef90_A0A0M0DN63
contig_1	cds	969580	970785	+	KKIFNO_13140	odhB	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	COG:C, COG:COG0508, RefSeq:WP_014231151.1, SO:0001217, UniParc:UPI000243B19C, UniRef:UniRef100_A0A1B1EAS6, UniRef:UniRef50_P0AFG7, UniRef:UniRef90_A0A0H0YA30
contig_1	cds	970980	972146	+	KKIFNO_13145	sucC	ADP-forming succinate--CoA ligase subunit beta	COG:C, COG:COG0045, EC:6.2.1.5, GO:0000287, GO:0004775, GO:0005524, GO:0005737, GO:0006099, RefSeq:WP_014231152.1, SO:0001217, UniParc:UPI000243B19D, UniRef:UniRef100_A0A1B1EAJ2, UniRef:UniRef50_P53592, UniRef:UniRef90_Q5E6M6
contig_1	cds	972146	973018	+	KKIFNO_13150	sucD	succinate--CoA ligase subunit alpha	COG:C, COG:COG0074, RefSeq:WP_014231153.1, SO:0001217, UniParc:UPI000243B19E, UniRef:UniRef100_A0A1B1EAK1, UniRef:UniRef50_P53591, UniRef:UniRef90_Q6LTB4
contig_1	cds	973147	973932	-	KKIFNO_13155	znuB	zinc ABC transporter permease subunit ZnuB	COG:COG1108, COG:P, RefSeq:WP_020336308.1, SO:0001217, UniParc:UPI000357D4FE, UniRef:UniRef100_A0A1B1EAK9, UniRef:UniRef50_P39832, UniRef:UniRef90_A8T7Y4
contig_1	cds	973925	974710	-	KKIFNO_13160	znuC	zinc ABC transporter ATP-binding protein ZnuC	COG:COG1121, COG:P, EC:7.2.2.20, GO:0005524, GO:0005886, GO:0015633, RefSeq:WP_014231155.1, SO:0001217, UniParc:UPI000243B1A0, UniRef:UniRef100_A0A1B1EAN0, UniRef:UniRef50_Q87UN0, UniRef:UniRef90_Q87RE5
contig_1	cds	974789	975670	+	KKIFNO_13165	znuA	zinc ABC transporter substrate-binding protein ZnuA	RefSeq:WP_020336309.1, SO:0001217, UniParc:UPI000357C794, UniRef:UniRef100_UPI000357C794, UniRef:UniRef50_A0A347URW2, UniRef:UniRef90_A0A1B1EAL3
contig_1	cds	975872	979240	+	KKIFNO_13170		AraC family transcriptional regulator	RefSeq:WP_020336310.1, SO:0001217, UniParc:UPI0003572180, UniRef:UniRef100_UPI0003572180, UniRef:UniRef50_U3CC08, UniRef:UniRef90_A0A1B1EAL5
contig_1	ncRNA	979642	979739	-	KKIFNO_13175	tfoR	Translational regulator of tfoXVC	RFAM:RF02100, SO:0000655
contig_1	cds	980116	980343	+	KKIFNO_13180	feoA	ferrous iron transport protein A	COG:COG1918, COG:P, RefSeq:WP_014231158.1, SO:0001217, UniParc:UPI000243B1A3, UniRef:UniRef100_A0A1B1EGE6, UniRef:UniRef50_A0A2K2US46, UniRef:UniRef90_A0A072ISQ7
contig_1	cds	980343	982619	+	KKIFNO_13185	feoB	Fe(2+) transporter permease subunit FeoB	COG:COG0370, COG:P, RefSeq:WP_020336312.1, SO:0001217, UniParc:UPI000357EE13, UniRef:UniRef100_UPI000357EE13, UniRef:UniRef50_A0A5J6WIJ2, UniRef:UniRef90_K5UCV2
contig_1	cds	982616	982846	+	KKIFNO_13190		iron transporter FeoC	RefSeq:WP_014231160.1, SO:0001217, UniParc:UPI000243B1A5, UniRef:UniRef100_UPI000243B1A5, UniRef:UniRef50_A0A193KD77, UniRef:UniRef90_A0A1B1EAK6
contig_1	cds	982914	983342	-	KKIFNO_13195	hinT	HIT family protein	COG:COG0537, COG:FR, RefSeq:WP_014231161.1, SO:0001217, UniParc:UPI000243B1A6, UniRef:UniRef100_A0A1B1EB90, UniRef:UniRef50_A0A1B1NQW2, UniRef:UniRef90_A7MT25
contig_1	cds	983448	985181	-	KKIFNO_13200	argS	arginine--tRNA ligase	COG:COG0018, COG:J, EC:6.1.1.19, GO:0004814, GO:0005524, GO:0005737, GO:0006420, RefSeq:WP_014231162.1, SO:0001217, UniParc:UPI000243B298, UniRef:UniRef100_A0A1B1EAT7, UniRef:UniRef50_Q9KQC6, UniRef:UniRef90_Q87RD6
contig_1	cds	985456	986049	+	KKIFNO_13205		VOC family protein	RefSeq:WP_020336313.1, SO:0001217, UniParc:UPI000356F69D, UniRef:UniRef100_UPI000356F69D, UniRef:UniRef50_A0A510UGX0, UniRef:UniRef90_A0A1B1EAK3
contig_1	cds	986168	986539	-	KKIFNO_13210		hypothetical protein	RefSeq:WP_020336315.1, SO:0001217, UniParc:UPI0003581083, UniRef:UniRef100_UPI0003581083, UniRef:UniRef50_A7MT28, UniRef:UniRef90_A0A1B1EAL1
contig_1	cds	986544	988166	-	KKIFNO_13215		serine protease	RefSeq:WP_020336317.1, SO:0001217, UniParc:UPI00035830C4, UniRef:UniRef100_UPI00035830C4, UniRef:UniRef50_U3ARL9, UniRef:UniRef90_A0A1B1EAL6
contig_1	cds	988375	989208	-	KKIFNO_13220	purU	formyltetrahydrofolate deformylase	COG:COG0788, COG:F, RefSeq:WP_014231166.1, SO:0001217, UniParc:UPI000243B29C, UniRef:UniRef100_A0A1B1EAN9, UniRef:UniRef50_P37051, UniRef:UniRef90_B7VI22
contig_1	cds	989424	991334	+	KKIFNO_13225	dinG	ATP-dependent helicase	COG:COG1199, COG:L, RefSeq:WP_014231167.1, SO:0001217, UniParc:UPI000243B29D, UniRef:UniRef100_A0A1B1EAM5, UniRef:UniRef50_P76257, UniRef:UniRef90_A7MT16
contig_1	cds	991392	992093	+	KKIFNO_13230	tsaB	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	COG:COG1214, COG:J, GO:0002949, GO:0005737, RefSeq:WP_020336108.1, SO:0001217, UniParc:UPI0003574BE0, UniRef:UniRef100_UPI0003574BE0, UniRef:UniRef50_Q87RD1, UniRef:UniRef90_Q87RD1
contig_1	cds	992143	992448	+	KKIFNO_13235		chromosome partitioning protein ParA	RefSeq:WP_014231169.1, SO:0001217, UniParc:UPI000243B29F, UniRef:UniRef100_A0A1B1EAP8, UniRef:UniRef50_K5W1C8, UniRef:UniRef90_A0A1B1EAP8
contig_1	cds	992496	993053	+	KKIFNO_13240		starvation-inducible protein	RefSeq:WP_020336109.1, SO:0001217, UniParc:UPI0003572B32, UniRef:UniRef100_A0A1B1EAL2, UniRef:UniRef50_A0A1W6TA41, UniRef:UniRef90_A0A1B1EAL2
contig_1	cds	993060	993914	+	KKIFNO_13245		alpha/beta hydrolase	RefSeq:WP_020336110.1, SO:0001217, UniParc:UPI00035716CE, UniRef:UniRef100_A0A3B7CVN4, UniRef:UniRef50_A0A0H3AKF9, UniRef:UniRef90_A0A1B1EB97
contig_1	cds	994020	995711	+	KKIFNO_13250	fadD	long-chain-fatty-acid--CoA ligase FadD	COG:COG0318, COG:I, RefSeq:WP_020336111.1, SO:0001217, UniParc:UPI0003579A1F, UniRef:UniRef100_A0A1B1EAV2, UniRef:UniRef50_P69452, UniRef:UniRef90_A0A0H0YA13
contig_1	cds	995743	996909	+	KKIFNO_13255	rnd	ribonuclease D	COG:COG0349, COG:J, EC:3.1.13.5, KEGG:K03684, SO:0001217, UniRef:UniRef50_A8TBB3, UniRef:UniRef90_A0A1E3E023
contig_1	cds	997037	997300	-	KKIFNO_13260	minE	cell division topological specificity factor MinE	COG:COG0851, COG:D, GO:0007049, GO:0032955, GO:0051301, KEGG:K03608, RefSeq:WP_020336113.1, SO:0001217, UniParc:UPI0003571AE9, UniRef:UniRef100_UPI0003571AE9, UniRef:UniRef50_Q8EE12, UniRef:UniRef90_Q87RC5
contig_1	cds	997303	998115	-	KKIFNO_13265	minD	septum site-determining protein MinD	COG:COG2894, COG:D, RefSeq:WP_014231175.1, SO:0001217, UniParc:UPI000243B2A5, UniRef:UniRef100_A0A1B1EAM1, UniRef:UniRef50_P0AEZ5, UniRef:UniRef90_A0A191W2W7
contig_1	cds	998133	998795	-	KKIFNO_13270	minC	septum site-determining protein MinC	COG:COG0850, COG:D, GO:0000902, GO:0000917, GO:0051302, GO:1901891, RefSeq:WP_020336114.1, SO:0001217, UniParc:UPI00035811F1, UniRef:UniRef100_A0A1B1EAM8, UniRef:UniRef50_Q5E447, UniRef:UniRef90_Q87RC3
contig_1	cds	998993	999277	+	KKIFNO_13275	ycgL	YcgL domain-containing protein VP0875	COG:COG3100, COG:S, KEGG:K09902, RefSeq:WP_014231177.1, SO:0001217, UniParc:UPI000243B2A7, UniRef:UniRef100_A0A1B1EAQ4, UniRef:UniRef50_Q9KQP1, UniRef:UniRef90_Q87RC2
contig_1	cds	999322	1000293	+	KKIFNO_13280	mltB	lytic murein transglycosylase	COG:COG2951, COG:M, RefSeq:WP_014231178.1, SO:0001217, UniParc:UPI000243B2A8, UniRef:UniRef100_A0A3B7CQP1, UniRef:UniRef50_A0A6B8N8E8, UniRef:UniRef90_K5UKS0
contig_1	cds	1000368	1001315	+	KKIFNO_13285	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_014231179.1, SO:0001217, UniParc:UPI000243B2A9, UniRef:UniRef100_A0A3B7CRB1, UniRef:UniRef50_K1JZ86, UniRef:UniRef90_A7MT12
contig_1	cds	1001556	1002755	+	KKIFNO_13290	nupC	NupC/NupG family nucleoside CNT transporter	COG:COG1972, COG:F, RefSeq:WP_014231180.1, SO:0001217, UniParc:UPI000243B2AA, UniRef:UniRef100_A0A1B1EAQ8, UniRef:UniRef50_A0A142E8R9, UniRef:UniRef90_A0A072HRV2
contig_1	cds	1002832	1003692	-	KKIFNO_13295	folD	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	COG:COG0190, COG:H, GO:0000105, GO:0004477, GO:0004488, GO:0006164, GO:0009086, GO:0035999, RefSeq:WP_014231181.1, SO:0001217, UniParc:UPI000243B2AB, UniRef:UniRef100_A0A1B1EAM2, UniRef:UniRef50_A5F6V4, UniRef:UniRef90_B7VL71
contig_1	tRNA	1003897	1003973	+	KKIFNO_13300	Arg_trna	tRNA-Arg(tct)	SO:0001036
contig_1	cds	1004030	1004821	-	KKIFNO_13305		2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	RefSeq:WP_020336115.1, SO:0001217, UniParc:UPI000357A178, UniRef:UniRef100_UPI000357A178, UniRef:UniRef50_K5UQH7, UniRef:UniRef90_A0A1B1EBC7
contig_1	cds	1004923	1006020	+	KKIFNO_13310		hypothetical protein	RefSeq:WP_024372727.1, SO:0001217, UniParc:UPI000408DB76, UniRef:UniRef100_UPI000408DB76, UniRef:UniRef50_A0A0J1GGJ3, UniRef:UniRef90_A0A1B1EAY3
contig_1	cds	1006325	1007509	+	KKIFNO_13315		Isochorismate synthase	EC:5.4.4.2, KEGG:K02361, RefSeq:WP_020336117.1, SO:0001217, UniParc:UPI000357271D, UniRef:UniRef100_UPI000462D831, UniRef:UniRef50_O07898, UniRef:UniRef90_A0A1B1EAP6
contig_1	cds	1007506	1009125	+	KKIFNO_13320	entE	(2,3-dihydroxybenzoyl)adenylate synthase	SO:0001217, UniRef:UniRef50_O07899, UniRef:UniRef90_A0A1B1EGC0
contig_1	cds	1009177	1010055	+	KKIFNO_13325		isochorismatase	RefSeq:WP_020336120.1, SO:0001217, UniParc:UPI0003577BED, UniRef:UniRef100_UPI0003577BED, UniRef:UniRef50_A0A024QA39, UniRef:UniRef90_A0A1B1EAQ3
contig_1	cds	1010089	1014036	+	KKIFNO_13330		non-ribosomal peptide synthetase	RefSeq:WP_020336121.1, SO:0001217, UniParc:UPI0003574536, UniRef:UniRef100_UPI0003574536, UniRef:UniRef50_A7MT06, UniRef:UniRef90_A0A1B1EAQ7
contig_1	cds	1014029	1014973	+	KKIFNO_13335		hypothetical protein	RefSeq:WP_020336122.1, SO:0001217, UniParc:UPI0003574A9B, UniRef:UniRef100_UPI0003574A9B, UniRef:UniRef50_A7MT08, UniRef:UniRef90_A0A1B1EAT3
contig_1	cds	1014988	1015716	-	KKIFNO_13340		4'-phosphopantetheinyl transferase	RefSeq:WP_020336123.1, SO:0001217, UniParc:UPI0003573CFE, UniRef:UniRef100_UPI0003573CFE, UniRef:UniRef50_A0A1B1EAR0, UniRef:UniRef90_A0A1B1EAR0
contig_1	cds	1015836	1017797	+	KKIFNO_13345		colicin I receptor	RefSeq:WP_020336124.1, SO:0001217, UniParc:UPI0003582ACF, UniRef:UniRef100_UPI0003582ACF, UniRef:UniRef50_A0A1B1EAR2, UniRef:UniRef90_A0A1B1EAR2
contig_1	cds	1017862	1019175	-	KKIFNO_13350		hemolysin	KEGG:K03699, RefSeq:WP_020336125.1, SO:0001217, UniParc:UPI0003578DBE, UniRef:UniRef100_UPI0003578DBE, UniRef:UniRef50_A0A128F1E6, UniRef:UniRef90_A0A1B1EAT4
contig_1	cds	1019370	1020599	+	KKIFNO_13355	srmB	RNA helicase	COG:COG0513, COG:L, RefSeq:WP_020336126.1, SO:0001217, UniParc:UPI000357BAD6, UniRef:UniRef100_UPI000357BAD6, UniRef:UniRef50_U4K4W5, UniRef:UniRef90_D0X9P8
contig_1	cds	1020844	1021506	+	KKIFNO_13360		TrkA family potassium uptake protein	RefSeq:WP_020336127.1, SO:0001217, UniParc:UPI00035774CD, UniRef:UniRef100_UPI00035774CD, UniRef:UniRef50_O87952, UniRef:UniRef90_A0A1B1EBE0
contig_1	cds	1021503	1022870	+	KKIFNO_13365		Ktr system potassium transporter B	RefSeq:WP_020336128.1, SO:0001217, UniParc:UPI00035796EA, UniRef:UniRef100_UPI00035796EA, UniRef:UniRef50_O87953, UniRef:UniRef90_A0A1B1EAZ3
contig_1	cds	1023141	1026134	+	KKIFNO_13370		peptidase M6	RefSeq:WP_020336130.1, SO:0001217, UniParc:UPI0003580B3D, UniRef:UniRef100_UPI0003580B3D, UniRef:UniRef50_K5UQ99, UniRef:UniRef90_A0A1B1EAQ6
contig_1	cds	1026294	1027763	+	KKIFNO_13375		YdiU family protein	EC:2.7.7.-, KEGG:K08997, RefSeq:WP_020336131.1, SO:0001217, UniParc:UPI0003570669, UniRef:UniRef100_A0A3B7CVW7, UniRef:UniRef50_Q6LQK3, UniRef:UniRef90_A0A1B1EAR5
contig_1	cds	1027904	1028629	+	KKIFNO_13380		DNA-binding response regulator	RefSeq:WP_020336132.1, SO:0001217, UniParc:UPI0003575BA5, UniRef:UniRef100_UPI0003575BA5, UniRef:UniRef50_A0A1D9BAU3, UniRef:UniRef90_A0A1B1EAR6
contig_1	cds	1028697	1030061	+	KKIFNO_13385		ATP-binding protein	SO:0001217, UniRef:UniRef50_Q6LG25, UniRef:UniRef90_UPI001592B339
contig_1	cds	1030223	1031470	+	KKIFNO_13390		sugar ABC transporter substrate-binding protein	RefSeq:WP_014231208.1, SO:0001217, UniParc:UPI000243B3B1, UniRef:UniRef100_A0A3B7CP90, UniRef:UniRef50_A0A442E6P0, UniRef:UniRef90_A0A0T7EJ65
contig_1	cds	1031553	1032476	+	KKIFNO_13395		ABC transporter permease	KEGG:K17316, RefSeq:WP_020336135.1, SO:0001217, UniParc:UPI00035795DC, UniRef:UniRef100_UPI00035795DC, UniRef:UniRef50_V7FER2, UniRef:UniRef90_A0A090RWV8
contig_1	cds	1032473	1033330	+	KKIFNO_13400		sugar ABC transporter permease	RefSeq:WP_020336136.1, SO:0001217, UniParc:UPI000357FB75, UniRef:UniRef100_UPI000357FB75, UniRef:UniRef50_A0A498RN96, UniRef:UniRef90_Q7MMH7
contig_1	cds	1033336	1034451	+	KKIFNO_13405		sugar ABC transporter ATP-binding protein	RefSeq:WP_014231211.1, SO:0001217, UniParc:UPI000243B3B4, UniRef:UniRef100_A0A1B1EAR9, UniRef:UniRef50_A0A119B6F4, UniRef:UniRef90_B8KA38
contig_1	cds	1034751	1035749	+	KKIFNO_13410	dctP	C4-dicarboxylate ABC transporter	COG:COG1638, COG:G, RefSeq:WP_020336137.1, SO:0001217, UniParc:UPI0003582171, UniRef:UniRef100_A0A1B1EBF0, UniRef:UniRef50_Q9KQR9, UniRef:UniRef90_U2ZY38
contig_1	cds	1035819	1036508	+	KKIFNO_13415		C4-dicarboxylate ABC transporter permease	RefSeq:WP_020336138.1, SO:0001217, UniParc:UPI00035806E9, UniRef:UniRef100_UPI00035806E9, UniRef:UniRef50_Q9KQS0, UniRef:UniRef90_A0A1B1EB03
