#Annotated with Bakta v1.6.1, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	1607752	1608177	+	KKIFNO_16060	16.7	9.9		RefSeq:WP_020333187.1, SO:0001217, UniParc:UPI00035739D8, UniRef:UniRef100_UPI00035739D8, UniRef:UniRef50_UPI00035739D8, UniRef:UniRef90_UPI00035739D8
contig_1	1608283	1611036	-	KKIFNO_16065	100.4	4.4		RefSeq:WP_020333188.1, SO:0001217, UniParc:UPI000356EB1F, UniRef:UniRef100_UPI000356EB1F, UniRef:UniRef50_A0A1B1EC08, UniRef:UniRef90_A0A1B1EC08
contig_1	1614849	1617218	-	KKIFNO_16075	91.1	5.4		RefSeq:WP_020333190.1, SO:0001217, UniParc:UPI0003572055, UniRef:UniRef100_UPI0003572055, UniRef:UniRef50_A0A1B1ECM1, UniRef:UniRef90_A0A1B1ECM1
contig_1	1617221	1618048	-	KKIFNO_16080	31.4	6.3		RefSeq:WP_020333191.1, SO:0001217, UniParc:UPI0003570100, UniRef:UniRef100_UPI0003570100, UniRef:UniRef50_C6CK37, UniRef:UniRef90_A0A1B1EC61
contig_1	1618051	1622085	-	KKIFNO_16085	153.5	6.1		RefSeq:WP_020333192.1, SO:0001217, UniParc:UPI000357ED18, UniRef:UniRef100_UPI000357ED18, UniRef:UniRef50_A0A1B1EBY2, UniRef:UniRef90_A0A1B1EBY2
contig_1	1625355	1625561	-	KKIFNO_16110	7.9	9.5		RefSeq:WP_020333197.1, SO:0001217, UniParc:UPI000357CBC2, UniRef:UniRef100_UPI000357CBC2, UniRef:UniRef50_A0A090T146, UniRef:UniRef90_A0A1B1EBZ0
contig_1	1628455	1629261	-	KKIFNO_16130	30.8	5.6		RefSeq:WP_020333199.1, SO:0001217, UniParc:UPI000357B68F, UniRef:UniRef100_UPI000357B68F, UniRef:UniRef50_A0A1B1EC69, UniRef:UniRef90_A0A1B1EC69
contig_1	1630560	1630919	+	KKIFNO_16145	13.4	4.7		RefSeq:WP_020333202.1, SO:0001217, UniParc:UPI000356E32D, UniRef:UniRef100_UPI000356E32D, UniRef:UniRef50_A0A1B1EBZ7, UniRef:UniRef90_A0A1B1EBZ7
contig_1	1678280	1678498	+	KKIFNO_16370	8.6	6.9		RefSeq:WP_020333235.1, SO:0001217, UniParc:UPI0003572259, UniRef:UniRef100_UPI0003572259, UniRef:UniRef50_A0A0X8LM92, UniRef:UniRef90_A0A1B1EC45
contig_1	1678573	1679121	-	KKIFNO_16375	21.8	9.9		RefSeq:WP_014231757.1, SO:0001217, UniParc:UPI000243B2DD, UniRef:UniRef100_A0A3B7CSJ2, UniRef:UniRef50_Q7MJW3, UniRef:UniRef90_A0A1B1EC67
contig_1	1684072	1684266	+	KKIFNO_16395	7.1	4.2		RefSeq:WP_014231767.1, SO:0001217, UniParc:UPI000243B3CA, UniRef:UniRef100_A0A1B1ECD9, UniRef:UniRef50_A0A1B1ECD9, UniRef:UniRef90_A0A1B1ECD9
contig_1	1693494	1693838	-	KKIFNO_16430	12.8	4.1		RefSeq:WP_014231774.1, SO:0001217, UniParc:UPI000243B3D1, UniRef:UniRef100_A0A1B1EC77, UniRef:UniRef50_A0A7Z2T3C3, UniRef:UniRef90_A0A1B1EC77
contig_1	1694079	1694591	+	KKIFNO_16435	19.4	4.6		SO:0001217, UniRef:UniRef50_A0A3B7CX99, UniRef:UniRef90_A0A3B7CX99
contig_1	1714705	1715085	+	KKIFNO_16525	14.7	9.5		RefSeq:WP_014231793.1, SO:0001217, UniParc:UPI000243B4B5, UniRef:UniRef100_A0A1B1ECX2, UniRef:UniRef50_Q87PL2, UniRef:UniRef90_A0A1B1ECX2
contig_1	1739603	1739725	-	KKIFNO_16650	4.4	6.0		
contig_1	1744573	1744749	-	KKIFNO_16675	6.2	6.4		RefSeq:WP_014231823.1, SO:0001217, UniParc:UPI000243B4D3, UniRef:UniRef100_UPI000243B4D3, UniRef:UniRef50_A0A510I566, UniRef:UniRef90_UPI001F342324
contig_1	1751198	1751998	+	KKIFNO_16710	29.3	7.8		RefSeq:WP_020333278.1, SO:0001217, UniParc:UPI00035723BA, UniRef:UniRef100_UPI00035723BA, UniRef:UniRef50_A0A193KC23, UniRef:UniRef90_A0A1B1ECA4
contig_1	1763372	1763728	+	KKIFNO_16775	13.3	8.6		RefSeq:WP_020333288.1, SO:0001217, UniParc:UPI00035716E0, UniRef:UniRef100_UPI00035716E0, UniRef:UniRef50_A0A0H0YF42, UniRef:UniRef90_A0A1B1ECC0
contig_1	1767600	1767836	-	KKIFNO_16790	8.9	5.5		SO:0001217, UniRef:UniRef50_A0A3B7CVZ6, UniRef:UniRef90_A0A3B7CVZ6
contig_1	1768313	1768750	-	KKIFNO_16795	16.3	7.8		RefSeq:WP_020333291.1, SO:0001217, UniParc:UPI00035788D6, UniRef:UniRef100_A0A1B1ECA8, UniRef:UniRef50_A0A1B1ECA8, UniRef:UniRef90_A0A1B1ECA8
contig_1	1769571	1769978	-	KKIFNO_16805	15.0	6.5		RefSeq:WP_020333293.1, SO:0001217, UniParc:UPI000357AA96, UniRef:UniRef100_UPI000357AA96, UniRef:UniRef50_H8FRY8, UniRef:UniRef90_A0A1B1EGM1
contig_1	1772816	1773148	-	KKIFNO_16830	12.8	9.9		SO:0001217, UniRef:UniRef50_A7MWH1, UniRef:UniRef90_A0A1B1ECD3
contig_1	1793672	1794337	-	KKIFNO_16900	25.2	4.5		RefSeq:WP_014231891.1, SO:0001217, UniParc:UPI000243B6EE, UniRef:UniRef100_A0A1B1ECC7, UniRef:UniRef50_U3ASH9, UniRef:UniRef90_A0A1B1ECC7
contig_1	1806477	1807829	+	KKIFNO_16950	52.7	9.6		RefSeq:WP_020333309.1, SO:0001217, UniParc:UPI0003578AFC, UniRef:UniRef100_UPI0003578AFC, UniRef:UniRef50_D0IEU7, UniRef:UniRef90_A0A0H0YF91
contig_1	1816025	1816252	-	KKIFNO_16995	8.4	7.9		
contig_1	1819984	1829838	-	KKIFNO_17025	337.3	4.1	PF00353.22|HemolysinCabind, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta, PF03160.17|Calx-beta	PFAM:PF00353.22, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, PFAM:PF03160.17, RefSeq:WP_155521824.1, SO:0001217, UniParc:UPI000B0293DE, UniRef:UniRef100_UPI000B0293DE, UniRef:UniRef50_A0A3B7CR08, UniRef:UniRef90_A0A3B7CR08
contig_1	1838567	1838728	-	KKIFNO_17075	6.2	8.8		
contig_1	1849839	1849952	-	KKIFNO_17120	4.5	9.7		
contig_1	1869444	1869581	-	KKIFNO_17200	5.1	9.6		
contig_1	1870073	1870276	+	KKIFNO_17205	7.5	10.5		RefSeq:WP_014231948.1, SO:0001217, UniParc:UPI000243B927, UniRef:UniRef100_UPI000243B927, UniRef:UniRef50_A0A1B1ECH0, UniRef:UniRef90_A0A1B1ECH0
contig_1	1880633	1880860	+	KKIFNO_17245	8.6	7.7		RefSeq:WP_014231956.1, SO:0001217, UniParc:UPI000243B92F, UniRef:UniRef100_A0A1B1ECT9, UniRef:UniRef50_A0A191W4C2, UniRef:UniRef90_A0A1B1ECT9
contig_1	1902630	1903013	+	KKIFNO_17345	14.1	4.8		RefSeq:WP_014231976.1, SO:0001217, UniParc:UPI000243B942, UniRef:UniRef100_UPI000243B942, UniRef:UniRef50_U4E5Z1, UniRef:UniRef90_A0A1B1ECV7
contig_1	1903868	1904026	-	KKIFNO_17355	6.0	10.4		RefSeq:WP_014231978.1, SO:0001217, UniParc:UPI000243B944, UniRef:UniRef100_A0A3B7CTC5, UniRef:UniRef50_A0A3B7CTC5, UniRef:UniRef90_A0A3B7CTC5
contig_1	1907026	1907151	-	KKIFNO_17365	4.4	6.5		
contig_1	1923188	1923544	-	KKIFNO_17435	13.7	6.2		RefSeq:WP_014232007.1, SO:0001217, UniParc:UPI000243BA52, UniRef:UniRef100_A0A1B1ECP2, UniRef:UniRef50_K5U0P0, UniRef:UniRef90_A0A1B1ECP2
contig_1	1929064	1929540	+	KKIFNO_17455	18.0	9.2		RefSeq:WP_020336387.1, SO:0001217, UniParc:UPI000357ECB1, UniRef:UniRef100_UPI000357ECB1, UniRef:UniRef50_B7VSP8, UniRef:UniRef90_A0A1B1ECN7
contig_1	1930630	1930956	-	KKIFNO_17465	13.1	9.7		RefSeq:WP_020336389.1, SO:0001217, UniParc:UPI00035733A5, UniRef:UniRef100_A0A1B1ECM2, UniRef:UniRef50_A0A3A1PV13, UniRef:UniRef90_A0A1B1ECM2
contig_1	1949217	1949417	+	KKIFNO_17550	7.7	5.4		RefSeq:WP_020336401.1, SO:0001217, UniParc:UPI000356F4B4, UniRef:UniRef100_UPI000356F4B4, UniRef:UniRef50_U4K3B0, UniRef:UniRef90_A0A1B1ECQ1
contig_1	1957967	1958281	-	KKIFNO_17605	11.2	5.1		RefSeq:WP_020336414.1, SO:0001217, UniParc:UPI000356FB96, UniRef:UniRef100_UPI000356FB96, UniRef:UniRef50_A0A1B1ECR6, UniRef:UniRef90_A0A1B1ECR6
contig_1	1960618	1960968	-	KKIFNO_17630	13.3	9.4		RefSeq:WP_020336418.1, SO:0001217, UniParc:UPI0003582740, UniRef:UniRef100_UPI0003582740, UniRef:UniRef50_F9T3W4, UniRef:UniRef90_A0A1B1ED06
contig_1	1962800	1963261	-	KKIFNO_17650	17.1	4.7		RefSeq:WP_020336423.1, SO:0001217, UniParc:UPI0003581B12, UniRef:UniRef100_UPI0003581B12, UniRef:UniRef50_A0A0J1H4Y4, UniRef:UniRef90_A0A3B7CXX9
contig_1	1963737	1963973	-	KKIFNO_17660	8.5	6.1		
contig_1	1977133	1977351	-	KKIFNO_17720	8.2	5.1		RefSeq:WP_020336439.1, SO:0001217, UniParc:UPI000357DEB4, UniRef:UniRef100_UPI000357DEB4, UniRef:UniRef50_A0A1B1ECV8, UniRef:UniRef90_A0A1B1ECV8
contig_1	1977362	1977526	-	KKIFNO_17725	6.2	9.0		RefSeq:WP_020336440.1, SO:0001217, UniParc:UPI00031DF0DE, UniRef:UniRef100_UPI00031DF0DE, UniRef:UniRef50_UPI000A7CDD37, UniRef:UniRef90_UPI000AE28DDA
contig_1	1977538	1977702	-	KKIFNO_17730	6.2	9.4		RefSeq:WP_020336441.1, SO:0001217, UniParc:UPI0003571271, UniRef:UniRef100_UPI0003571271, UniRef:UniRef50_UPI000A7CDD37, UniRef:UniRef90_UPI000A7CDD37
contig_1	2030594	2030884	-	KKIFNO_17930	11.2	8.8		SO:0001217, UniRef:UniRef50_A0A1B1ECX8, UniRef:UniRef90_A0A1B1ECX8
contig_1	2032787	2033191	-	KKIFNO_17950	15.1	6.7		RefSeq:WP_020334678.1, SO:0001217, UniParc:UPI0003575A81, UniRef:UniRef100_UPI0003575A81, UniRef:UniRef50_UPI00077038D6, UniRef:UniRef90_UPI0003575A81
contig_1	2033349	2034461	-	KKIFNO_17955	42.8	6.4		RefSeq:WP_020334679.1, SO:0001217, UniParc:UPI0003577946, UniRef:UniRef100_UPI0003577946, UniRef:UniRef50_A0A812G4D3, UniRef:UniRef90_UPI0001BACA28
contig_1	2038847	2039479	-	KKIFNO_17980	23.5	4.3		RefSeq:WP_020334685.1, SO:0001217, UniParc:UPI000358110B, UniRef:UniRef100_UPI000358110B, UniRef:UniRef50_UPI001120F4AE, UniRef:UniRef90_UPI000358110B
contig_1	2039476	2041170	-	KKIFNO_17985	59.4	4.5		RefSeq:WP_020334686.1, SO:0001217, UniParc:UPI000357A10A, UniRef:UniRef100_UPI000357A10A, UniRef:UniRef50_UPI00035786CB, UniRef:UniRef90_UPI00035786CB
contig_1	2046716	2047324	-	KKIFNO_18000	22.0	6.2		RefSeq:WP_020334689.1, SO:0001217, UniParc:UPI00035774B5, UniRef:UniRef100_UPI00035774B5, UniRef:UniRef50_A0A6G7CHE7, UniRef:UniRef90_UPI00035774B5
contig_1	2049691	2049960	-	KKIFNO_18010	9.1	4.4		RefSeq:WP_020334691.1, SO:0001217, UniParc:UPI0003581C8E, UniRef:UniRef100_UPI0003581C8E, UniRef:UniRef50_A0A7Y0N0K2, UniRef:UniRef90_UPI0003581C8E
contig_1	2049993	2050262	-	KKIFNO_18015	10.2	9.7		RefSeq:WP_020334692.1, SO:0001217, UniParc:UPI000357E4A2, UniRef:UniRef100_UPI000357E4A2, UniRef:UniRef50_A0A7H8DZU4, UniRef:UniRef90_UPI000357E4A2
contig_1	2051330	2051752	-	KKIFNO_18030	15.9	4.7		RefSeq:WP_020335470.1, SO:0001217, UniParc:UPI000357E13D, UniRef:UniRef100_UPI000357E13D, UniRef:UniRef50_A0A7Y0N0G7, UniRef:UniRef90_UPI000357E13D
contig_1	2051771	2052070	-	KKIFNO_18035	10.2	4.2		RefSeq:WP_020335471.1, SO:0001217, UniParc:UPI0003582341, UniRef:UniRef100_UPI0003582341, UniRef:UniRef50_A0A7Y0R137, UniRef:UniRef90_UPI0003582341
contig_1	2052076	2052252	-	KKIFNO_18040	6.2	9.5		RefSeq:WP_020335472.1, SO:0001217, UniParc:UPI000357A6E7, UniRef:UniRef100_UPI000357A6E7, UniRef:UniRef50_R9TRM3, UniRef:UniRef90_UPI000A64017A
contig_1	2055572	2055817	-	KKIFNO_18055	9.0	9.8		SO:0001217, UniRef:UniRef50_A0A5Q0TJP6, UniRef:UniRef90_UPI000804613D
contig_1	2058329	2059063	-	KKIFNO_18070	27.9	11.4		RefSeq:WP_020335481.1, SO:0001217, UniParc:UPI0003574BC8, UniRef:UniRef100_UPI0003574BC8, UniRef:UniRef50_UPI0008041D96, UniRef:UniRef90_UPI0003574BC8
contig_1	2059099	2059278	-	KKIFNO_18075	6.4	9.2		RefSeq:WP_020335482.1, SO:0001217, UniParc:UPI000357D03E, UniRef:UniRef100_UPI000357D03E, UniRef:UniRef50_A0A0S3JSW4, UniRef:UniRef90_UPI001CDC150A
contig_1	2059278	2059772	-	KKIFNO_18080	18.6	6.1		RefSeq:WP_020335483.1, SO:0001217, UniParc:UPI000357BA33, UniRef:UniRef100_UPI000357BA33, UniRef:UniRef50_A0A0F4NNS8, UniRef:UniRef90_UPI001B817127
contig_1	2059772	2060038	-	KKIFNO_18085	9.6	7.9		RefSeq:WP_020335484.1, SO:0001217, UniParc:UPI0003571347, UniRef:UniRef100_UPI0003571347, UniRef:UniRef50_UPI001EE9E408, UniRef:UniRef90_UPI0015F5B3AE
contig_1	2060109	2060798	-	KKIFNO_18090	25.4	6.6		RefSeq:WP_020335485.1, SO:0001217, UniParc:UPI0003572BD3, UniRef:UniRef100_UPI0003572BD3, UniRef:UniRef50_UPI001122DA66, UniRef:UniRef90_UPI0003572BD3
contig_1	2060892	2061266	+	KKIFNO_18095	14.1	7.7		RefSeq:WP_024372904.1, SO:0001217, UniParc:UPI0004627A4A, UniRef:UniRef100_UPI0004627A4A, UniRef:UniRef50_UPI0020230876, UniRef:UniRef90_UPI00059B0BBB
contig_1	2061459	2061836	+	KKIFNO_18100	13.5	6.7		RefSeq:WP_020335487.1, SO:0001217, UniParc:UPI00035704FA, UniRef:UniRef100_UPI00035704FA, UniRef:UniRef50_A0A4U2DCG1, UniRef:UniRef90_UPI00035704FA
contig_1	2061954	2062586	+	KKIFNO_18105	23.9	5.3		RefSeq:WP_152490601.1, SO:0001217, UniParc:UPI0003FD42F3, UniRef:UniRef100_UPI0003FD42F3, UniRef:UniRef50_UPI0006968E1E, UniRef:UniRef90_UPI000803D2F2
contig_1	2064258	2064446	-	KKIFNO_18125	7.0	9.1		SO:0001217, UniRef:UniRef50_A0A0J1HAG6, UniRef:UniRef90_UPI001C9C26F3
contig_1	2064458	2064652	-	KKIFNO_18130	7.2	9.7		
contig_1	2065631	2065846	-	KKIFNO_18140	7.6	5.0		RefSeq:WP_020335495.1, SO:0001217, UniParc:UPI000357AF52, UniRef:UniRef100_UPI000357AF52, UniRef:UniRef50_UPI0015F3B479, UniRef:UniRef90_UPI001AD8494A
contig_1	2065846	2066019	-	KKIFNO_18145	6.3	10.6		RefSeq:WP_020335496.1, SO:0001217, UniParc:UPI0003570ED9, UniRef:UniRef100_UPI0003570ED9, UniRef:UniRef50_UPI001BD2D97F, UniRef:UniRef90_UPI001BD2D97F
contig_1	2066006	2066167	-	KKIFNO_18150	6.3	9.7		
contig_1	2066199	2066390	-	KKIFNO_18155	7.2	6.6		RefSeq:WP_020335499.1, SO:0001217, UniParc:UPI0003576A7A, UniRef:UniRef100_UPI0003576A7A, UniRef:UniRef50_UPI001EEC9A01, UniRef:UniRef90_UPI001EEC9A01
contig_1	2068006	2068869	+	KKIFNO_18175	32.2	4.8		RefSeq:WP_020335503.1, SO:0001217, UniParc:UPI00035836CE, UniRef:UniRef100_UPI00035836CE, UniRef:UniRef50_UPI00186AAAA0, UniRef:UniRef90_UPI00186AAAA0
contig_1	2068885	2069130	+	KKIFNO_18180	9.4	6.8		RefSeq:WP_020335504.1, SO:0001217, UniParc:UPI0003575C64, UniRef:UniRef100_UPI0003575C64, UniRef:UniRef50_UPI0003575C64, UniRef:UniRef90_UPI0003575C64
contig_1	2069123	2069512	+	KKIFNO_18185	14.5	5.8		RefSeq:WP_020335505.1, SO:0001217, UniParc:UPI00035738B2, UniRef:UniRef100_UPI00035738B2, UniRef:UniRef50_UPI00186A8AC1, UniRef:UniRef90_UPI00035738B2
contig_1	2069835	2070227	+	KKIFNO_18190	14.2	5.5		RefSeq:WP_020335506.1, SO:0001217, UniParc:UPI000357DD06, UniRef:UniRef100_UPI000357DD06, UniRef:UniRef50_A0A2A4GHT4, UniRef:UniRef90_UPI00146A063E
contig_1	2071137	2071514	+	KKIFNO_18200	14.1	9.7		RefSeq:WP_020335508.1, SO:0001217, UniParc:UPI0003581D73, UniRef:UniRef100_UPI0003581D73, UniRef:UniRef50_UPI001BD3EB46, UniRef:UniRef90_UPI001BD3EB46
contig_1	2071516	2071728	+	KKIFNO_18205	8.1	8.6		RefSeq:WP_020335509.1, SO:0001217, UniParc:UPI000357A6E6, UniRef:UniRef100_UPI000357A6E6, UniRef:UniRef50_UPI000357A6E6, UniRef:UniRef90_UPI000357A6E6
contig_1	2071721	2071978	+	KKIFNO_18210	9.5	9.6		RefSeq:WP_020335510.1, SO:0001217, UniParc:UPI0003582989, UniRef:UniRef100_UPI0003582989, UniRef:UniRef50_UPI0008033A56, UniRef:UniRef90_UPI0003582989
contig_1	2071978	2072193	+	KKIFNO_18215	7.9	4.4		RefSeq:WP_020335511.1, SO:0001217, UniParc:UPI000357AF3C, UniRef:UniRef100_UPI000357AF3C, UniRef:UniRef50_A0A066RUS7, UniRef:UniRef90_UPI001BD46328
contig_1	2074018	2074257	+	KKIFNO_18230	9.0	8.6		RefSeq:WP_152490602.1, SO:0001217, UniParc:UPI000AD68E89, UniRef:UniRef100_UPI000AD68E89, UniRef:UniRef50_UPI000AD68E89, UniRef:UniRef90_UPI000AD68E89
contig_1	2080688	2080873	-	KKIFNO_18265	7.0	4.5		RefSeq:WP_014232347.1, SO:0001217, UniParc:UPI000243B2FD, UniRef:UniRef100_A0A1B1ED35, UniRef:UniRef50_A0A0H0Y7W5, UniRef:UniRef90_A0A1B1ED35
contig_1	2092449	2092709	+	KKIFNO_18315	9.8	5.1		RefSeq:WP_020335526.1, SO:0001217, UniParc:UPI000356F4CE, UniRef:UniRef100_UPI000356F4CE, UniRef:UniRef50_Q7MJR7, UniRef:UniRef90_A0A1B1ED20
contig_1	2092960	2093214	-	KKIFNO_18320	9.6	5.0		SO:0001217, UniRef:UniRef50_A0A3B7CTK1, UniRef:UniRef90_A0A3B7CTK1
contig_1	2164249	2164515	+	KKIFNO_18625	10.3	9.0		SO:0001217, UniRef:UniRef50_A0A1B1ED87, UniRef:UniRef90_A0A1B1ED87
contig_1	2167135	2167377	+	KKIFNO_18635	9.1	5.7		RefSeq:WP_014232417.1, SO:0001217, UniParc:UPI000243B4F1, UniRef:UniRef100_A0A1B1EDX7, UniRef:UniRef50_B7VMM5, UniRef:UniRef90_A0A1B1EDX7
contig_1	2173397	2174083	-	KKIFNO_18675	25.3	9.9		RefSeq:WP_020335578.1, SO:0001217, UniParc:UPI0003571C1C, UniRef:UniRef100_UPI0003571C1C, UniRef:UniRef50_B7VML7, UniRef:UniRef90_A0A1B1ED98
contig_1	2186244	2186777	+	KKIFNO_18725	19.3	4.3		RefSeq:WP_014232435.1, SO:0001217, UniParc:UPI000243B602, UniRef:UniRef100_A0A1B1EDB0, UniRef:UniRef50_C4LEM4, UniRef:UniRef90_A0A1B1EDB0
contig_1	2221969	2222208	+	KKIFNO_18850	9.0	5.8		RefSeq:WP_014232461.1, SO:0001217, UniParc:UPI000243B704, UniRef:UniRef100_A0A1B1EDC4, UniRef:UniRef50_A7MUQ2, UniRef:UniRef90_A0A1B1EDC4
contig_1	2244942	2245037	+	KKIFNO_18945	3.3	10.1		SO:0001217, UniRef:UniRef50_M4U5X4, UniRef:UniRef90_A7MVH2
contig_1	2245109	2245519	-	KKIFNO_18950	14.8	4.4		RefSeq:WP_014232481.1, SO:0001217, UniParc:UPI000243B718, UniRef:UniRef100_A0A1B1EGK6, UniRef:UniRef50_A0A109X1L3, UniRef:UniRef90_A0A1B1EGK6
contig_1	2276341	2277147	+	KKIFNO_19085	31.2	5.8		RefSeq:WP_020335652.1, SO:0001217, UniParc:UPI000358328C, UniRef:UniRef100_UPI000358328C, UniRef:UniRef50_A7K4L3, UniRef:UniRef90_A0A1B1EDG1
contig_1	2368402	2368761	+	KKIFNO_19505	12.6	4.7		RefSeq:WP_020334554.1, SO:0001217, UniParc:UPI0003575DCA, UniRef:UniRef100_UPI0003575DCA, UniRef:UniRef50_B7VLA6, UniRef:UniRef90_A0A1B1EDT1
contig_1	2379301	2379429	-	KKIFNO_19565	4.8	5.9		SO:0001217, UniParc:UPI000243BB75, UniRef:UniRef100_A0A3B7CZV3, UniRef:UniRef50_E1SW99, UniRef:UniRef90_A0A3B7CZV3
contig_1	2394634	2394807	-	KKIFNO_19625	6.6	9.8		
contig_1	2496490	2496588	+	KKIFNO_20115	3.5	5.9		
contig_1	2534512	2534805	+	KKIFNO_20305	10.9	9.0		RefSeq:WP_020335155.1, SO:0001217, UniParc:UPI0003571B69, UniRef:UniRef100_UPI0003571B69, UniRef:UniRef50_B7VIS7, UniRef:UniRef90_A0A1B1EEB9
contig_1	2542403	2542513	+	KKIFNO_20350	4.2	11.3		
contig_1	2609973	2611697	+	KKIFNO_20640	65.7	6.8		RefSeq:WP_020334330.1, SO:0001217, UniParc:UPI0003575CC2, UniRef:UniRef100_UPI0003575CC2, UniRef:UniRef50_A0A6G7CL26, UniRef:UniRef90_UPI0003575CC2
contig_1	2624935	2625156	-	KKIFNO_20710	8.0	4.5		RefSeq:WP_020334456.1, SO:0001217, UniParc:UPI0003580B8D, UniRef:UniRef100_UPI0003580B8D, UniRef:UniRef50_A0A0M0HYT6, UniRef:UniRef90_UPI0003580B8D
contig_1	2629389	2629562	-	KKIFNO_20735	6.4	4.1		RefSeq:WP_020334461.1, SO:0001217, UniParc:UPI0003574213, UniRef:UniRef100_UPI0003574213, UniRef:UniRef50_U3A333, UniRef:UniRef90_UPI0003574213
contig_1	2632592	2632801	-	KKIFNO_20750	8.7	9.9	PF06568.14|DUF1127	PFAM:PF06568.14, RefSeq:WP_020334464.1, SO:0001217, UniParc:UPI00035747E0, UniRef:UniRef100_UPI00035747E0, UniRef:UniRef50_A0A0C1VXX0, UniRef:UniRef90_A0A3B7CZK5
contig_1	2651778	2651882	-	KKIFNO_20830	3.9	9.9		
contig_1	2690045	2690161	-	KKIFNO_21000	4.3	9.4		
contig_1	2788812	2789024	-	KKIFNO_21435	7.6	4.3		
contig_1	2817105	2817440	-	KKIFNO_21565	12.4	5.8		SO:0001217, UniRef:UniRef50_A0A1B1EHB7, UniRef:UniRef90_A0A1B1EHB7
contig_1	2902589	2902684	-	KKIFNO_22085	3.7	6.5		
contig_10	36082	36330	+	KKIFNO_22835	9.4	10.2		SO:0001217, UniRef:UniRef50_A0A1B1EGQ5, UniRef:UniRef90_A0A1B1EGQ5
contig_4	32523	33005	-	KKIFNO_22985	17.9	7.7		RefSeq:WP_014233252.1, SO:0001217, UniParc:UPI000243BEE9, UniRef:UniRef100_A0A1B1EFM0, UniRef:UniRef90_A7MXI4
contig_4	53696	54298	+	KKIFNO_23075	22.9	7.9		RefSeq:WP_020336205.1, SO:0001217, UniParc:UPI000358045A, UniRef:UniRef100_UPI000358045A, UniRef:UniRef50_Q87NL6, UniRef:UniRef90_UPI000358045A
contig_4	104078	104245	-	KKIFNO_23365	6.3	9.4		
contig_4	171630	171731	+	KKIFNO_23690	3.9	8.8		
contig_4	172868	173098	+	KKIFNO_23705	8.7	4.7		RefSeq:WP_014233130.1, SO:0001217, UniParc:UPI000243BA8C, UniRef:UniRef100_A0A1B1EF98, UniRef:UniRef50_Q6LM57, UniRef:UniRef90_A0A061QC77
